"","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00258072-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259801-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254453-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254430-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257417-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258330-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255517-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259772-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257013-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00256692-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257523-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259567-01",0,0,0,0,0,0,0,0,0,0,1,0
"NCGC00257612-01",1,0,0,0,1,0,0,0,0,0,0,0
"NCGC00258827-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254281-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259730-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257396-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259490-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256824-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260239-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258698-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255538-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258522-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259823-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00253981-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257926-01",0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00255646-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259015-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255943-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00182987-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254425-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256690-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260448-01",1,0,0,0,0,0,0,1,0,0,0,0
"NCGC00258129-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259247-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257105-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259161-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254501-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00257920-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255722-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259143-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257435-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258622-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254217-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255870-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259739-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257106-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254345-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257643-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258667-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260234-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260230-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260236-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00259763-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257380-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00253998-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257846-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259605-01",0,0,0,0,1,1,0,0,0,0,0,0
"NCGC00257052-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258977-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254105-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258826-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254005-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257740-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259140-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256583-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260403-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254575-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259380-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256993-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258873-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257933-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258212-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257741-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255750-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258803-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254384-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259854-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259515-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257757-01",0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00256313-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254333-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260490-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256135-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256255-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258028-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258601-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254905-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260521-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256531-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257534-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256774-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256784-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256792-01",0,0,0,0,0,0,0,1,0,1,0,0
"NCGC00257441-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259736-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259563-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257791-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257662-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257210-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257583-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259639-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256479-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00183014-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256883-01",0,0,0,0,0,0,0,0,0,0,1,0
"NCGC00254311-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258687-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256935-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255923-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256831-01",0,0,0,0,1,0,0,1,0,0,0,0
"NCGC00254982-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256011-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259240-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255200-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00182986-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255213-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255616-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255011-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255482-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254215-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259532-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257161-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257582-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258399-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259870-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254428-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255186-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260218-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258838-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257483-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259335-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257030-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259497-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257263-01",0,0,0,1,0,0,0,0,0,0,0,0
"NCGC00254508-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256075-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257700-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256558-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259807-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257453-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259876-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256439-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257761-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00254795-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256919-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259512-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254365-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257848-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259552-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260251-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255337-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00257991-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257834-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260040-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257836-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00253985-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255085-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254789-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256148-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254733-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00253979-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256744-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254529-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259067-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256798-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254807-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258572-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258080-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259379-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254703-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256026-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259030-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257860-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260410-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258933-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256912-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255147-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258856-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257669-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257175-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257042-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256949-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257804-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257151-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260340-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00254392-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260108-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256794-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00260543-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260297-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260391-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259248-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260380-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254572-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259673-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260362-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00256367-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258855-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259735-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254773-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256817-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254334-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255907-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256642-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257506-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255909-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256785-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00255302-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259760-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257135-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257977-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257314-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259883-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254330-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260169-01",0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00257069-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258590-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259948-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257140-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257066-01",0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00260473-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259525-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257005-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254887-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254369-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255163-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255743-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255921-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254943-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00163774-04",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255274-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254708-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255217-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256623-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255855-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255740-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258287-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258473-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255346-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258427-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00253920-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258807-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00258655-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255983-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258648-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260059-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255877-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259451-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256247-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256281-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255802-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255767-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255506-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255741-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255849-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256519-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255172-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255801-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258556-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255986-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257733-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259246-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258210-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258397-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255735-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255332-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255435-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254764-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00247705-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257717-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00247701-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256358-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260205-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257526-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256151-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256807-01",0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00256172-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256429-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258250-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00181750-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256810-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00168269-02",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255862-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255912-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258503-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255993-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256514-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258813-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255106-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00168262-02",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255486-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256116-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254589-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260401-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256190-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255614-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257863-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257681-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256911-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258750-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00259274-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256488-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259968-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257985-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259800-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258395-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258587-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258625-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259119-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259322-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259181-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258623-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257633-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258090-01",0,0,0,0,1,0,0,1,0,0,0,0
"NCGC00254515-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00259585-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254133-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254826-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258693-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257604-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254144-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257955-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257789-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258328-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255534-01",0,0,0,0,0,0,1,0,0,0,0,0
"NCGC00182988-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254377-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255884-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258565-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257111-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255577-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257145-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254336-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257110-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259138-01",0,0,0,0,0,0,0,0,0,0,1,0
"NCGC00257833-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254924-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257856-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255411-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255596-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258480-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258789-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256335-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256702-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255662-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00183835-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256300-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255034-01",0,0,0,1,0,0,0,0,0,0,0,0
"NCGC00168342-02",1,1,0,0,0,0,0,0,0,0,0,0
"NCGC00259162-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259521-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257280-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259438-01",0,0,0,0,0,0,0,0,0,0,1,0
"NCGC00257953-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258986-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254546-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254741-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254073-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258357-01",1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259662-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258775-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00253914-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259832-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257172-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259535-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259927-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255089-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255751-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00253936-01",0,0,0,0,0,0,0,0,0,0,1,0
"NCGC00258377-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00257407-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258661-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259572-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256369-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00257896-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254123-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255050-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255223-01",0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00257820-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257316-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255999-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258692-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260075-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259623-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254256-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258806-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258394-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00254761-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260111-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258368-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257120-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255139-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255170-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259282-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256211-01",0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00258886-01",0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254074-01",0,0,0,0,0,0,0,0,0,0,0,0
